URN,PoleID,PlateID,SiteLatitude,SiteLongitude,PoleLatitude,PoleLongitude,PaleoLatitude,Declination,Inclination,QSum,OldAge,YoungAge,MeanAge,Alpha95,AuthorYear
1106,A6.1.019,604,35,109,49,13,22,315,39,4,246,229,237.5,4,Cheng et al. (1988)
1107,A6.1.020,604,41,124,35,39,25,295,44,3,251,246,248.5,18,Lin (1984); Lin et al. (1985)
1108,A6.1.021,604,35,109,42,14,19,308,35,5,271,246,258.5,12,Cheng et al. (1988)
1109,A6.1.022,604,41,113,57,-5,21,329,37,6,271,251,261,21,Zhao & Coe (1987)
1110,A6.1.023,604,38,112,38,6,12,309,23,3,271,251,261,0,Lin (1984); Lin et al. (1985)
1111,A6.1.024,604,38,112,49,-1,15,321,29,4,271,251,261,4,Zhang (1984)
1112,A6.1.025,604,38,112,44,-2,11,318,22,6,271,251,261,7,McElhinny et al. (1981)
1113,A6.1.026,604,39,99,35,-138,1,43,2,0,385,359,372,4,Li & Zhang (1986)
1114,A6.1.027,604,39,122,43,-27,-3,338,-7,3,466,461,463.5,11,Lin (1984); Lin et al. (1985)
1115,A6.1.028,604,37,117,26,17,8,297,16,2,488,466,477,11,Lin (1984)
1116,A6.1.029,604,39,122,15,-61,-36,4,-55,2,542,488,515,10,Lin (1984); Lin et al. (1985)
1117,A6.2.030,611,33,119,81,-30,25,355,43,2,2,0,1,6,Liu Chun et al. (1975)
1118,A6.2.031,611,32,119,77,-167,35,15,54,2,5,0,2.5,14,Liu Chun et al. (1975)
1119,A6.2.032,605,24,120,82,-104,18,6,33,4,5,1,3,8,Hsu I-Chi et al. (1966)
1120,A6.2.033,605,25,122,43,161,53,51,70,0,21,4,12.5,17,Yang et al. (1982)
1121,A6.2.034,605,25,121,75,-68,10,2,20,4,20,5,12.5,7,Yang et al. (1982)
1122,A6.2.035,605,25,121,81,-172,28,9,47,2,23,5,14,5,Yang et al. (1982)
1123,A6.2.036,605,25,121,82,-66,17,1,32,4,23,5,14,13,Hsu I-Chi et al. (1966)
1124,A6.2.037,605,24,121,80,-67,14,1,27,2,23,5,14,16,Hsu I-Chi et al. (1966)
1125,A6.2.038,611,30,121,74,37,30,341,50,3,56,2,29,8,Lin (1984); Lin et al.(1985)
1126,A6.2.039,611,31,112,75,41,35,343,54,3,24,5,14.5,11,Kent et al. (1987)
1127,A6.2.040,611,25,103,84,-34,21,356,37,2,58,30,44,0,Liang et al. (1986)
1128,A6.2.041,611,27,102,81,-63,18,358,33,4,100,53,76.5,9,Kent et al. (1986)
1129,A6.2.042,611,32,119,76,173,39,15,59,6,100,64,82,8,Kent et al. (1986)
1130,A6.2.043,611,30,103,76,-85,16,2,30,0,146,64,105,11,Otofuji et al. (1990)
1131,A6.2.044,611,25,113,59,159,43,31,62,2,146,64,105,7,Chen et al. (1965)
1132,A6.2.045,611,31,115,73,180,37,19,56,3,146,64,105,7,Kent et al. (1987)
1133,A6.2.046,611,30,120,77,-132,25,14,43,5,146,100,123,6,Lin (1984)
1134,A6.2.047,611,30,120,73,-146,27,19,46,2,176,146,161,13,Lin (1984); Lin et al. (1985)
1135,A6.2.048,611,27,107,68,-175,29,25,48,2,176,161,168.5,12,Lin (1984); Lin et al. (1985)
1136,A6.2.049,611,32,119,45,-136,13,44,24,4,251,200,225.5,9,Opdyke et al. (1986)
1137,A6.2.050,611,27,107,55,-151,15,36,29,6,246,217,231.5,6,Chan et al. (1984)
1138,A6.2.051,611,27,107,30,-177,24,67,42,3,246,229,237.5,3,Lin (1984)
1139,A6.2.052,611,26,106,55,-150,14,35,26,2,246,229,237.5,6,Lin (1984); Lin et al. (1985)
1140,A6.2.053,611,29,107,46,-141,7,40,14,7,251,246,248.5,11,Opdyke et al. (1986)
1141,A6.2.054,611,30,104,33,-130,-9,43,-17,4,251,246,248.5,19,Chan et al. (1984)
1142,A6.2.055,611,30,106,39,-149,8,49,16,6,251,246,248.5,4,Steiner et al. (1989)
1143,A6.2.056,611,31,120,51,-155,27,45,45,3,271,229,250,7,Lin (1984); Lin et al. (1985)
1144,A6.2.057,611,30,104,52,-117,0,24,-1,3,273,229,251,0,McElhinny et al. (1981)
1145,A6.2.058,611,30,106,48,-135,5,36,10,6,268,237,252.5,5,Heller et al. (1988)
1146,A6.2.059,611,30,106,47,-134,4,36,8,6,268,248,258,3,Steiner et al. (1989)
1147,A6.2.060,611,32,106,46,-135,5,38,11,6,262,250,256,5,Steiner et al. (1989)
1148,A6.2.061,611,25,103,50,-119,-6,26,-12,6,271,251,261,6,Fang et al. (1990a)
1149,A6.2.062,611,25,103,23,-154,-1,64,-3,0,271,251,261,0,Fang et al. (1990a)
1150,A6.2.063,611,30,103,51,-112,-3,21,-7,4,271,251,261,3,Zhang (1984)
1151,A6.2.064,611,27,103,54,-118,-2,23,-3,6,271,251,261,10,Huang et al. (1986)
1152,A6.2.065,611,26,103,52,-134,3,31,5,5,271,251,261,25,Huang et al. (1986)
1153,A6.2.066,611,26,101,25,-156,0,62,0,4,271,251,261,25,Huang et al. (1986)
1154,A6.2.067,611,30,104,54,-118,2,23,3,4,271,251,261,20,Chan et al. (1984)
1155,A6.2.068,611,30,103,53,-107,-3,18,-6,6,271,251,261,6,McElhinny et al. (1981)
1156,A6.2.069,611,28,102,42,-131,-5,37,-9,3,271,251,261,30,Zhou et al. (1986)
1157,A6.2.070,611,27,102,24,-139,-12,55,-23,3,271,251,261,9,Zhou et al. (1986)
1158,A6.2.071,611,30,103,49,-109,-6,20,-12,5,271,251,261,4,Zhao & Coe (1987)
1159,A6.2.072,611,26,106,29,-125,-16,45,-30,2,271,251,261,12,Lin (1984); Lin et al. (1985)
1160,A6.2.073,611,31,120,22,-135,-1,64,-1,3,303,299,301,18,Lin (1984); Lin et al. (1985)
1161,A6.2.074,611,30,120,25,-139,4,63,7,2,359,318,338.5,28,Lin (1984); Lin et al. (1985)
1162,A6.2.075,611,25,103,-9,-170,-1,99,-2,5,416,359,387.5,7,Fang et al. (1989)
1163,A6.2.076,611,25,104,48,-132,-1,34,-3,2,416,398,407,21,Liu & Liang (1984)
1164,A6.2.077,611,25,104,51,-131,0,31,0,2,423,416,419.5,20,Liu & Liang (1984)
1165,A6.2.078,611,29,109,5,-165,6,88,12,4,444,416,430,6,Opdyke et al. (1987a)
1166,A6.2.079,611,26,103,-39,-124,-49,120,-66,5,485,466,475.5,17,Fang et al. (1990b)
1167,A6.2.080,611,30,120,3,-164,14,94,26,3,542,524,533,17,Lin et al. (1985)
1168,A6.2.081,611,31,111,7,-170,13,90,25,3,542,524,533,23,Lin et al. (1985)
1169,A6.2.082,611,32,111,59,-142,19,31,35,3,542,524,533,14,Zhang & Zhang (1985)
1170,A6.2.083,611,31,111,32,180,32,69,52,0,566,532,549,6,Lin et al. (1985)
1171,A6.2.084,611,24,102,-9,-149,-21,91,-37,2,586,536,561,10,Lin et al. (1985)
1172,A6.2.085,611,24,102,69,-89,3,4,7,4,586,536,561,7,Fang et al. (1988/9)
1173,A7.1.001,304,39,-9,50,-145,7,333,14,0,72,28,50,7,Storetvedt et al. (1987)
1174,A7.1.002,304,42,3,69,159,22,9,40,4,36,28,32,0,Pascual & Pares (1990)
1175,A7.1.003,304,42,3,65,121,27,25,46,4,36,28,32,0,Pascual & Pares (1990)
1176,A7.1.004,304,42,3,70,113,33,22,52,5,59,33,46,6,Pares et al. (1988a)
1177,A7.1.005,304,38,-9,50,-144,7,333,13,2,78,19,48.5,2,Storetvedt et al. (1990)
1178,A7.1.006,304,38,-9,69,-132,25,341,43,3,68,60,64,2,Storetvedt et al. (1990)
1179,A7.1.007,304,39,-9,52,91,24,42,42,0,80,59,69.5,9,Storetvedt et al. (1987)
1180,A7.1.008,304,37,-9,77,163,24,2,42,5,70,68,69,5,Storetvedt et al. (1990)
1181,A7.1.009,304,37,-9,73,166,20,2,36,4,70,68,69,7,Van der Voo (1969)
1182,A7.1.010,304,39,-9,73,-163,23,352,41,6,72,68,70,3,Van der Voo & Zijderveld (1971)
1183,A7.1.011,304,39,-9,65,176,14,358,27,4,101,70,85.5,5,Storetvedt et al. (1987)
1184,A7.1.012,304,39,-10,77,174,26,359,44,5,101,70,85.5,8,Van der Voo (1969)
1185,A7.1.013,304,39,-9,77,-134,31,348,50,4,125,112,118.5,2,Galdeano et al. (1989)
1186,A7.1.014,304,42,-3,67,-158,21,350,37,4,130,112,121,1,VandenBerg (1980)
1187,A7.1.015,304,39,-9,57,-85,39,317,58,5,134,125,129.5,4,Galdeano et al. (1989)
1188,A7.1.016,304,43,-4,41,-123,10,318,20,6,156,134,145,5,Schott & Peres (1987a)
1189,A7.1.017,304,44,-5,86,78,44,6,63,2,161,146,153.5,3,VandenBerg (1980)
1190,A7.1.018,304,42,2,79,175,31,2,50,1,176,146,161,8,Pares et al. (1988b)
1191,A7.1.019,304,41,-1,55,-105,26,322,44,6,159,156,157.5,6,Steiner et al. (1985)
1192,A7.1.020,304,39,-7,71,-124,29,341,48,4,194,158,176,7,Schott et al. (1981)
1193,A7.1.021,304,39,-3,63,178,12,360,23,5,234,200,217,3,Van der Voo (1967)
1194,A7.1.022,304,42,2,51,-179,3,1,6,6,246,229,237.5,6,Pares et al. (1988a)
1195,A7.1.023,304,42,2,57,176,9,3,18,3,251,229,240,17,Pares et al. (1988b)
1196,A7.1.024,304,43,-5,55,152,10,13,19,0,273,229,251,4,VandenBerg (1980)
1197,A7.1.025,304,43,-4,53,-134,15,331,28,3,276,229,252.5,6,VandenBerg (1980)
1198,A7.1.026,304,43,-5,47,-145,7,334,13,6,271,249,260,7,Schott & Peres (1987b)
1199,A7.1.027,304,44,-6,51,-158,8,343,16,4,271,249,260,9,Schott & Peres (1987b)
1200,A7.1.028,304,42,3,49,-158,3,348,5,5,299,276,287.5,9,Pares (1988)
1201,A7.1.029,304,40,-3,49,-167,0,350,0,3,299,276,287.5,9,Turner et al. (1989)
1202,A7.1.030,304,38,-6,43,-149,-2,334,-5,4,303,276,289.5,6,Van der Voo (1969)
1203,A7.1.031,304,40,-8,36,-149,-6,329,-12,5,301,284,292.5,7,Van der Voo (1969)
1204,A7.1.032,304,41,-3,42,-152,-2,337,-5,5,306,290,298,14,Hernando et al. (1980)
1205,A7.1.033,304,41,-3,36,-157,-9,339,-18,5,306,290,298,12,Van der Voo (1967)
1206,A7.2.034,304,43,-2,73,179,26,360,44,4,109,100,104.5,3,VandenBerg (1980)
1207,A7.2.035,304,43,-2,39,116,9,44,18,2,217,176,196.5,2,VandenBerg (1980)
1208,A7.2.036,304,43,-1,55,-164,9,350,18,4,251,200,225.5,0,Van der Voo (1969)
1209,A7.2.037,304,43,-1,51,-153,7,343,14,1,276,200,238,10,Van der Lingen (1960)
1210,A7.2.038,304,43,-1,51,-131,14,330,26,1,276,200,238,4,Schwarz (1963)
1211,A7.2.039,304,43,-2,53,151,9,16,17,4,273,229,251,12,Bates (1989)
1212,A7.2.040,304,42,2,54,-142,11,339,21,3,299,229,264,8,Van Dongen (1967)
1213,A7.2.041,304,43,-2,50,145,7,21,14,3,251,229,240,18,Schott & Peres (1988)
1214,A7.2.042,304,43,-2,18,99,4,69,9,6,251,229,240,9,Schott & Peres (1988)
1215,A7.2.043,304,43,-2,-14,62,8,118,16,2,271,229,250,20,Schott & Peres (1988)
1216,A7.2.044,304,43,-2,40,126,5,37,11,5,284,251,267.5,7,Van der Voo & Boessenkool (1973)
1217,A7.2.045,304,42,2,49,-163,2,350,4,5,299,269,284,6,Van Dongen (1967)
1218,A7.2.046,304,43,-1,42,-149,0,337,-1,5,299,284,291.5,4,Cogne (1987)
1219,A7.2.047,304,37,-9,7,149,-41,30,-60,4,332,316,324,16,Ruffet (1990)
1220,A7.2.048,304,43,-6,4,-111,-8,283,-16,5,345,316,330.5,2,Bonhommet et al. (1981)
1221,A7.2.049,304,44,-6,35,175,-11,359,-21,5,345,316,330.5,9,Perroud (1983)
1222,A7.2.050,304,43,-6,3,-125,-19,293,-34,4,423,359,391,10,Perroud & Bonhommet (1984)
1223,A7.2.051,304,39,-5,8,118,-19,62,-35,3,444,423,433.5,14,Perroud et al (1991b)
1224,A7.2.052,304,44,-6,-22,165,-67,22,-78,3,466,444,455,6,Perroud (1983)
1225,A7.2.053,304,41,-9,-23,-178,-70,329,-80,2,506,461,483.5,6,Perroud & Bonhommet (1981)
1226,A7.3.054,304,38,-1,77,122,30,13,49,3,66,64,65,8,Groot et al. (1989)
1227,A7.3.055,304,38,-1,36,100,14,55,26,0,67,66,66.5,4,Groot et al. (1989)
1228,A7.3.056,304,38,-1,81,159,29,4,49,2,67,66,66.5,5,Groot et al. (1989)
1229,A7.3.057,304,38,-1,66,-91,34,331,54,4,81,74,77.5,5,VandenBerg (1980)
1230,A7.3.058,304,38,-2,64,101,28,29,47,5,144,135,139.5,4,Ogg et al. (1988)
1231,A7.3.059,304,38,-2,30,74,28,72,47,5,144,135,139.5,4,Ogg et al. (1988)
1232,A7.3.060,304,38,-2,2,54,28,111,46,5,157,141,149,3,Mazaud et al. (1986)
1233,A7.3.061,304,37,-4,53,-116,17,324,32,5,151,146,148.5,2,Ogg et al. (1984)
1234,A7.3.062,304,38,-3,61,105,25,31,43,4,151,146,148.5,2,Ogg et al. (1984)
1235,A7.3.063,304,37,-4,50,-118,15,323,28,5,156,151,153.5,4,Ogg et al. (1984)
1236,A7.3.064,304,38,-3,63,121,20,24,37,4,156,151,153.5,3,Ogg et al. (1984)
1237,A7.3.065,304,37,-4,52,107,17,37,32,4,176,140,158,17,Osete et al. (1988)
1238,A7.3.066,707,37,4,55,98,27,40,46,4,176,146,161,7,Freeman et al. (1989)
1239,A7.3.067,304,38,-4,37,81,25,62,43,6,172,166,169,13,Steiner et al. (1987)
1240,A7.3.068,304,38,-1,20,-64,33,270,53,5,177,170,173.5,5,Galbrun et al. (1989)
1241,A7.3.069,304,38,-1,32,-119,1,312,1,5,237,217,227,9,Makel et al. (1984)
1242,A7.3.070,304,38,-1,33,-126,-3,317,-5,3,251,229,240,10,Makel et al. (1984)
1243,A7.3.071,707,37,4,55,165,3,11,7,2,251,237,244,6,Pares et al. (1988b)
1244,A7.4.072,306,41,9,65,-100,29,333,48,4,28,12,20,18,Bobier & Coulon (1970)
1245,A7.4.073,306,41,9,81,-171,32,0,51,5,19,17,18,0,Montigny et al. (1981)
1246,A7.4.074,306,40,9,67,-91,33,333,52,6,35,5,20,4,Edel (1979)
1247,A7.4.075,306,42,9,70,-120,28,342,47,5,20,15,17.5,9,Vigliotti & Kent (1990)
1248,A7.4.076,306,42,9,33,-68,30,289,49,2,20,15,17.5,3,Vigliotti & Kent (1990)
1249,A7.4.077,306,41,9,56,-81,33,318,52,5,28,15,21.5,17,De Jong et al. (1973)
1250,A7.4.078,306,41,9,64,-90,33,329,52,5,31,19,25,2,Montigny et al. (1981)
1251,A7.4.079,306,41,9,54,-97,24,322,42,6,34,21,27.5,11,De Jong et al. (1969)
1252,A7.4.080,306,41,9,62,-103,27,331,45,6,34,16,25,10,Manzoni (1974)
1253,A7.4.081,306,42,9,63,-103,28,332,47,4,49,41,45,4,Vigliotti & Kent (1990)
1254,A7.4.082,306,40,10,40,-68,32,297,52,6,165,151,158,6,Horner & Lowrie (1981)
1255,A7.4.083,306,40,9,33,-75,25,293,43,6,246,229,237.5,4,Horner & Lowrie (1981)
1256,A7.4.084,306,43,9,34,-111,4,314,9,3,299,246,272.5,5,Vigliotti et al. (1990)
1257,A7.4.085,306,41,9,38,-121,1,323,2,4,299,246,272.5,12,Zijderveld et al. (1970b)
1258,A7.4.086,306,41,9,36,-126,-3,325,-5,2,299,246,272.5,23,Westphal et al. (1976)
1259,A7.4.087,306,41,9,45,-134,2,335,4,4,299,246,272.5,6,Storetvedt & Markhus (1978)
1260,A7.4.088,306,41,9,20,-89,7,290,14,3,299,251,275,0,Zijderveld et al. (1970b)
1261,A7.4.089,306,43,9,44,-151,-1,346,-2,2,301,251,276,10,Westphal et al. (1976)
1262,A7.4.090,306,43,9,55,-166,8,357,16,3,301,251,276,8,Nairn & Westphal (1968)
1263,A7.4.091,306,43,9,50,154,8,22,16,2,301,251,276,7,Storetvedt & Petersen (1976)
1264,A7.4.092,306,42,9,54,173,7,9,14,1,411,273,342,5,Nairn & Westphal (1967)
1265,A7.4.093,306,41,8,27,-107,1,306,2,4,315,300,307.5,0,Edel et al. (1981a)
1266,A7.4.094,306,40,10,0,-76,3,267,6,5,316,294,305,6,Edel et al. (1981a)
1267,A7.5.095,307,47,9,69,-89,40,332,60,5,24,13,18.5,7,Heller (1980)
1268,A7.5.096,307,47,9,67,-100,36,333,55,2,28,19,23.5,7,Heller (1977)
1269,A7.5.097,307,47,9,71,-96,39,336,59,4,28,24,26,3,Heller (1973)
1270,A7.5.098,307,46,8,61,-125,24,337,41,4,31,28,29.5,10,Lanza (1977)
1271,A7.5.099,307,47,11,61,-138,21,345,37,1,146,64,105,19,Forster et al. (1975)
1272,A7.5.100,307,47,13,38,103,27,62,45,2,198,146,172,11,Mauritsch & Frisch (1978)
1273,A7.5.101,307,47,11,53,92,40,51,60,6,200,176,188,10,Channell et al. (1990b)
1274,A7.5.102,307,47,11,74,141,36,15,55,5,200,176,188,7,Channell et al. (1990b)
1275,A7.5.103,307,47,11,32,78,38,81,57,4,200,176,188,16,Channell et al. (1990b)
1276,A7.5.104,305,45,6,55,-125,18,333,33,3,217,197,207,27,Westphal (1973)
1277,A7.5.105,307,46,12,60,133,26,29,45,4,237,217,227,0,Guicherit (1964)
1278,A7.5.106,307,47,10,42,-96,20,310,37,2,299,197,248,10,Soffel (1975)
1279,A7.5.107,307,47,13,44,147,10,32,19,3,260,237,248.5,4,Soffel (1979)
1280,A7.5.108,307,46,15,35,135,7,46,14,3,276,229,252.5,19,Soffel et al. (1983)
1281,A7.5.109,305,45,6,45,142,8,30,16,2,273,251,262,0,Guicherit (1964)
1282,A7.5.110,307,45,7,49,-135,10,336,19,2,299,251,275,4,Westphal (1973)
1283,A7.5.111,307,45,7,52,-118,18,328,33,2,299,251,275,7,Henry (1976)
1284,A7.5.112,305,45,6,35,125,7,46,14,1,299,251,275,0,Westphal (1973)
1285,A7.5.113,307,45,7,52,147,13,24,25,5,276,251,263.5,10,Bogdanoff & Schott (1977)
1286,A7.5.114,307,47,11,29,-105,5,308,11,1,326,282,304,10,Forster et al. (1975)
1287,A7.5.115,307,47,11,31,-110,4,313,9,2,366,301,333.5,14,Forster et al. (1975)
1288,A7.6.116,307,37,15,86,-21,40,357,59,6,5,4,4.5,5,Grasso et al. (1983)
1289,A7.6.117,307,37,15,84,-99,34,353,54,7,5,4,4.5,5,Besse et al. (1984a)
1290,A7.6.118,307,37,15,82,-159,29,359,48,5,8,6,7,9,Grasso et al. (1983)
1291,A7.6.119,307,37,15,79,-115,30,350,49,5,14,10,12,10,Besse et al. (1984a)
1292,A7.6.120,307,46,12,70,134,33,20,53,4,34,23,28.5,6,Soffel (1978)
1293,A7.6.121,307,46,12,64,-147,21,350,38,4,49,34,41.5,8,Soffel (1978)
1294,A7.6.122,307,46,11,78,164,35,7,55,4,56,23,39.5,6,Kipfer & Heller (1988)
1295,A7.6.123,307,45,11,75,-146,31,353,50,3,49,41,45,0,De Boer (1965)
1296,A7.6.124,307,37,15,71,-141,19,352,35,4,47,43,45,2,Besse et al. (1984a)
1297,A7.6.125,307,37,15,63,-131,14,345,26,4,85,68,76.5,7,Barberi et al. (1974)
1298,A7.6.126,307,37,15,69,-148,17,354,31,5,85,69,77,7,Grasso et al. (1983)
1299,A7.6.127,307,37,15,62,-137,12,347,22,4,85,68,76.5,7,Schult (1973)
1300,A7.6.128,307,37,15,64,-124,16,343,30,4,85,68,76.5,10,Gregor et al. (1975)
1301,A7.6.129,307,46,12,66,-130,26,344,44,6,92,66,79,6,VandenBerg & Wonders (1976)
1302,A7.6.130,307,46,12,64,-131,24,343,41,5,89,66,77.5,8,Channell & Tarling (1975)
1303,A7.6.131,307,42,16,56,-101,21,328,38,5,94,66,80,4,VandenBerg (1983)
1304,A7.6.132,307,45,14,59,-81,35,321,55,4,100,66,83,23,Marton & Veljovic (1983)
1305,A7.6.133,307,42,16,64,-124,21,342,37,3,121,66,93.5,4,Channell & Tarling (1975)
1306,A7.6.134,307,45,11,65,-160,20,356,36,1,146,66,106,16,De Boer (1963)
1307,A7.6.135,307,46,12,66,-131,26,344,44,6,94,78,86,4,VandenBerg & Wonders (1980)
1308,A7.6.136,307,46,12,55,-115,20,331,37,4,100,94,97,15,Channell & Tarling (1975)
1309,A7.6.137,307,46,12,58,-123,20,336,37,6,100,97,98.5,5,VandenBerg & Wonders (1980)
1310,A7.6.138,307,46,12,53,-108,21,326,38,6,106,100,103,5,VandenBerg & Wonders (1980)
1311,A7.6.139,307,45,14,65,-115,27,338,45,6,130,86,108,6,Marton et al. (1990a)
1312,A7.6.140,307,42,16,61,-111,22,335,38,4,146,78,112,7,Channell (1977)
1313,A7.6.141,307,45,14,52,-90,27,318,45,4,140,100,120,18,Marton & Veljovic (1983)
1314,A7.6.142,307,42,16,49,-86,24,315,41,5,146,100,123,6,VandenBerg (1983)
1315,A7.6.143,307,46,12,59,-105,27,329,46,5,156,151,153.5,3,VandenBerg & Wonders (1976)
1316,A7.6.144,307,38,13,38,67,48,73,66,2,180,150,165,22,Schult (1976)
1317,A7.6.145,307,45,11,51,175,7,10,14,2,200,146,173,19,De Boer (1963)
1318,A7.6.146,307,46,9,63,-122,26,338,44,5,190,170,180,7,Horner & Heller (1983)
1319,A7.6.147,307,45,11,69,151,28,15,46,2,217,200,208.5,0,De Boer (1963)
1320,A7.6.148,307,46,12,48,-120,13,329,25,5,234,222,228,9,Manzoni (1970)
1321,A7.6.149,307,46,12,61,-118,24,336,42,1,237,212,224.5,0,Manzoni (1970)
1322,A7.6.150,307,45,11,57,-111,23,330,40,5,251,229,240,4,De Boer (1963)
1323,A7.6.151,307,46,10,52,-139,12,341,22,4,242,232,237,6,Zijderveld & De Jong (1969)
1324,A7.6.152,307,46,11,47,-123,11,330,22,5,284,246,265,6,Kipfer & Heller (1988)
1325,A7.6.153,307,46,11,48,-121,13,329,25,5,284,246,265,5,Kipfer & Heller (1988)
1326,A7.6.154,307,46,11,51,-125,14,333,27,4,273,251,262,0,Guicherit  (1964)
1327,A7.6.155,307,46,12,42,-123,7,328,13,4,273,251,262,18,Manzoni  (1970)
1328,A7.6.156,307,46,15,43,-125,6,332,12,3,276,229,252.5,19,Soffel et al. (1983)
1329,A7.6.157,307,45,11,53,-119,17,331,31,5,271,266,268.5,6,De Boer (1963)
1330,A7.6.158,307,45,11,48,-122,12,330,22,3,271,266,268.5,7,De Boer (1963)
1331,A7.6.159,307,45,11,50,-116,16,328,29,1,299,229,264,5,De Boer (1963)
1332,A7.6.160,307,47,11,46,-143,6,342,11,3,299,229,264,7,Forster et al. (1975)
1333,A7.6.161,307,45,11,49,-108,18,323,33,1,307,273,290,6,De Boer (1963)
1334,A7.6.162,307,46,11,45,-121,10,328,20,6,299,276,287.5,4,Zijderveld et al. (1970a)
1335,A7.6.163,307,46,10,39,-108,11,316,22,4,303,276,289.5,20,Zijderveld & De Jong (1969)
1336,A7.6.164,307,46,9,43,-117,11,323,21,6,303,276,289.5,10,Heiniger (1979)
1337,A7.6.165,307,46,9,38,-115,8,319,15,5,303,276,289.5,8,Heiniger (1979)
1338,A7.6.166,307,46,9,35,-112,7,315,14,5,303,276,289.5,14,Heiniger (1979)
1339,A7.6.167,307,46,11,36,-117,4,320,9,4,303,299,301,18,Manzoni et al. (1989)
1340,A7.6.168,307,47,11,24,-135,-13,328,-24,2,326,282,304,9,Forster et al. (1975)
1341,A7.7.169,307,37,14,50,98,31,48,50,4,5,2,3.5,7,Besse et al. (1984a)
1342,A7.7.170,307,43,13,49,-101,19,321,34,5,28,23,25.5,6,Thio (1988)
1343,A7.7.171,307,43,13,65,-113,26,338,44,5,34,23,28.5,3,Lowrie et al. (1982)
1344,A7.7.172,307,43,13,65,-105,28,335,47,6,41,28,34.5,6,VandenBerg (1979b)
1345,A7.7.173,715,40,19,68,123,32,25,51,3,54,0,27,6,Tozzi et al. (1988)
1346,A7.7.174,307,43,13,54,-100,23,324,40,5,56,34,45,2,Lowrie et al. (1982)
1347,A7.7.175,307,44,13,63,-96,31,330,50,4,61,34,47.5,3,VandenBerg et al. (1978)
1348,A7.7.176,307,43,13,64,-105,28,334,46,5,58,41,49.5,5,Napoleone et al. (1983)
1349,A7.7.177,307,38,13,71,-151,20,355,35,2,100,23,61.5,7,Channell et al. (1980)
1350,A7.7.178,307,38,13,47,109,23,48,41,3,100,23,61.5,23,Channell et al. (1980)
1351,A7.7.179,307,38,14,9,77,27,100,45,3,100,23,61.5,20,Channell et al. (1980)
1352,A7.7.180,307,38,14,6,79,23,101,41,2,100,23,61.5,0,Channell et al. (1980)
1353,A7.7.181,307,38,13,35,98,24,63,42,3,100,23,61.5,13,Channell et al. (1980)
1354,A7.7.182,307,38,13,-11,65,21,124,38,5,100,23,61.5,10,Channell et al. (1980)
1355,A7.7.183,307,38,14,-18,64,17,130,31,3,56,34,45,5,Channell et al. (1990a)
1356,A7.7.184,307,43,13,51,-98,21,321,38,4,66,56,61,9,Lowrie et al. (1982)
1357,A7.7.185,307,44,13,56,-101,24,326,42,3,66,56,61,6,Roggenthen & Napoleone (1977)
1358,A7.7.186,307,40,16,29,-62,27,287,45,2,71,56,63.5,17,Manzoni (1975)
1359,A7.7.187,307,44,13,48,-91,24,315,41,6,71,66,68.5,10,Channell et al. (1978)
1360,A7.7.188,307,43,13,44,-83,25,308,43,3,71,66,68.5,8,Roggenthen & Napoleone (1977)
1361,A7.7.189,307,43,13,68,-144,22,351,39,5,71,66,68.5,11,Channell et al. (1978)
1362,A7.7.190,307,44,13,62,-96,30,329,49,6,84,66,75,8,VandenBerg et al. (1978)
1363,A7.7.191,307,43,13,51,-90,25,317,43,3,94,41,67.5,6,Lowrie & Alvarez (1975)
1364,A7.7.192,307,44,13,59,-105,25,330,43,5,100,60,80,9,Alvarez & Lowrie (1978)
1365,A7.7.193,307,43,13,42,-81,25,305,43,5,95,66,80.5,3,Lowrie & Alvarez (1977)
1366,A7.7.194,307,38,14,5,85,18,98,33,6,100,66,83,17,Channell et al. (1990a)
1367,A7.7.195,307,38,14,49,123,17,41,32,5,100,66,83,0,Channell et al. (1990a)
1368,A7.7.196,307,38,14,63,147,18,20,33,3,100,66,83,4,Channell et al. (1990a)
1369,A7.7.197,307,38,13,21,100,15,75,28,2,100,66,83,17,Schult (1976)
1370,A7.7.198,307,42,16,48,-103,15,323,28,4,121,66,93.5,7,Channell & Tarling (1975)
1371,A7.7.199,307,44,13,48,-95,22,317,38,4,94,85,89.5,17,Channell et al. (1978)
1372,A7.7.200,307,43,13,60,-115,21,335,38,4,94,85,89.5,9,Channell et al. (1978)
1373,A7.7.201,307,44,13,46,-91,22,313,39,5,97,84,90.5,10,VandenBerg et al. (1978)
1374,A7.7.202,307,44,13,40,-83,23,304,40,4,119,100,109.5,11,Lowrie et al. (1980)
1375,A7.7.203,307,44,13,41,-96,16,312,30,3,112,105,108.5,12,Lowrie et al. (1980)
1376,A7.7.204,307,44,13,57,-96,27,325,46,4,119,112,115.5,19,Lowrie et al. (1980)
1377,A7.7.205,307,44,13,40,-74,28,300,47,6,121,112,116.5,7,VandenBerg et al. (1978)
1378,A7.7.206,307,44,13,30,-68,26,287,45,5,130,112,121,13,Lowrie et al. (1980)
1379,A7.7.207,307,44,13,19,-64,22,275,39,5,132,123,127.5,3,Lowrie & Alvarez (1984)
1380,A7.7.208,307,44,13,24,-67,23,281,41,5,131,123,127,3,Lowrie & Alvarez (1984)
1381,A7.7.209,307,44,13,32,-82,18,297,34,5,133,123,128,4,Lowrie & Alvarez (1984)
